tf	tissue	model	path
DUX4	Muscle	DUX4_Muscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/DUX4_Muscle/DUX4_Muscle_2024-07-26.logistic.rds
DUX4	SkeletalMuscle	DUX4_SkeletalMuscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/DUX4_SkeletalMuscle/DUX4_SkeletalMuscle_2024-07-26.logistic.rds
E2F1	Blood	E2F1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_Blood/E2F1_Blood_2024-07-26.logistic.rds
E2F1	BoneMarrow	E2F1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_BoneMarrow/E2F1_BoneMarrow_2024-07-26.logistic.rds
E2F1	Breast	E2F1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_Breast/E2F1_Breast_2024-07-26.logistic.rds
E2F1	Cervix	E2F1_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_Cervix/E2F1_Cervix_2024-07-26.logistic.rds
E2F1	MammaryGland	E2F1_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_MammaryGland/E2F1_MammaryGland_2024-07-26.logistic.rds
E2F1	UmbilicalCord	E2F1_UmbilicalCord	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F1_UmbilicalCord/E2F1_UmbilicalCord_2024-07-26.logistic.rds
E2F3	Colon	E2F3_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F3_Colon/E2F3_Colon_2024-07-26.logistic.rds
E2F4	Adipose	E2F4_Adipose	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F4_Adipose/E2F4_Adipose_2024-07-26.logistic.rds
E2F4	Blood	E2F4_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F4_Blood/E2F4_Blood_2024-07-26.logistic.rds
E2F4	BoneMarrow	E2F4_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F4_BoneMarrow/E2F4_BoneMarrow_2024-07-26.logistic.rds
E2F4	Breast	E2F4_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F4_Breast/E2F4_Breast_2024-07-26.logistic.rds
E2F4	Cervix	E2F4_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F4_Cervix/E2F4_Cervix_2024-07-26.logistic.rds
E2F6	BoneMarrow	E2F6_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F6_BoneMarrow/E2F6_BoneMarrow_2024-07-26.logistic.rds
E2F6	Cervix	E2F6_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F6_Cervix/E2F6_Cervix_2024-07-26.logistic.rds
E2F6	Embryo	E2F6_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F6_Embryo/E2F6_Embryo_2024-07-26.logistic.rds
E2F6	Lung	E2F6_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F6_Lung/E2F6_Lung_2024-07-26.logistic.rds
E2F7	Colon	E2F7_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F7_Colon/E2F7_Colon_2024-07-26.logistic.rds
E2F7	Lung	E2F7_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/E2F7_Lung/E2F7_Lung_2024-07-26.logistic.rds
EBF1	Adipose	EBF1_Adipose	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EBF1_Adipose/EBF1_Adipose_2024-07-26.logistic.rds
EBF1	Blood	EBF1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EBF1_Blood/EBF1_Blood_2024-07-26.logistic.rds
EGR1	Blood	EGR1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_Blood/EGR1_Blood_2024-07-26.logistic.rds
EGR1	BoneMarrow	EGR1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_BoneMarrow/EGR1_BoneMarrow_2024-07-26.logistic.rds
EGR1	Breast	EGR1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_Breast/EGR1_Breast_2024-07-26.logistic.rds
EGR1	Colon	EGR1_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_Colon/EGR1_Colon_2024-07-26.logistic.rds
EGR1	Embryo	EGR1_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_Embryo/EGR1_Embryo_2024-07-26.logistic.rds
EGR1	Endometrium	EGR1_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR1_Endometrium/EGR1_Endometrium_2024-07-26.logistic.rds
EGR2	EmbryonicKidney	EGR2_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EGR2_EmbryonicKidney/EGR2_EmbryonicKidney_2024-07-26.logistic.rds
ELF1	Blood	ELF1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Blood/ELF1_Blood_2024-07-26.logistic.rds
ELF1	BoneMarrow	ELF1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_BoneMarrow/ELF1_BoneMarrow_2024-07-26.logistic.rds
ELF1	Brain	ELF1_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Brain/ELF1_Brain_2024-07-26.logistic.rds
ELF1	Breast	ELF1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Breast/ELF1_Breast_2024-07-26.logistic.rds
ELF1	Colon	ELF1_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Colon/ELF1_Colon_2024-07-26.logistic.rds
ELF1	Liver	ELF1_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Liver/ELF1_Liver_2024-07-26.logistic.rds
ELF1	Lung	ELF1_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF1_Lung/ELF1_Lung_2024-07-26.logistic.rds
ELF3	Pancreaticductal	ELF3_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELF3_Pancreaticductal/ELF3_Pancreaticductal_2024-07-26.logistic.rds
ELK1	Blood	ELK1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELK1_Blood/ELK1_Blood_2024-07-26.logistic.rds
ELK1	BoneMarrow	ELK1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELK1_BoneMarrow/ELK1_BoneMarrow_2024-07-26.logistic.rds
ELK1	Breast	ELK1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELK1_Breast/ELK1_Breast_2024-07-26.logistic.rds
ELK1	Cervix	ELK1_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELK1_Cervix/ELK1_Cervix_2024-07-26.logistic.rds
ELK4	Cervix	ELK4_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ELK4_Cervix/ELK4_Cervix_2024-07-26.logistic.rds
EOMES	Embryo	EOMES_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EOMES_Embryo/EOMES_Embryo_2024-07-26.logistic.rds
EPAS1	Kidney	EPAS1_Kidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/EPAS1_Kidney/EPAS1_Kidney_2024-07-26.logistic.rds
ERG	Blood	ERG_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ERG_Blood/ERG_Blood_2024-07-26.logistic.rds
ERG	BoneMarrow	ERG_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ERG_BoneMarrow/ERG_BoneMarrow_2024-07-26.logistic.rds
ERG	Breast	ERG_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ERG_Breast/ERG_Breast_2024-07-26.logistic.rds
ESR1	Bone	ESR1_Bone	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESR1_Bone/ESR1_Bone_2024-07-26.logistic.rds
ESR1	endometrioidadenocarcinoma	ESR1_endometrioidadenocarcinoma	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESR1_endometrioidadenocarcinoma/ESR1_endometrioidadenocarcinoma_2024-07-26.logistic.rds
ESR1	Endometrium	ESR1_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESR1_Endometrium/ESR1_Endometrium_2024-07-26.logistic.rds
ESR1	Prostate	ESR1_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESR1_Prostate/ESR1_Prostate_2024-07-26.logistic.rds
ESR1	Uterus	ESR1_Uterus	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESR1_Uterus/ESR1_Uterus_2024-07-26.logistic.rds
ESRRA	Blood	ESRRA_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESRRA_Blood/ESRRA_Blood_2024-07-26.logistic.rds
ESRRA	Breast	ESRRA_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESRRA_Breast/ESRRA_Breast_2024-07-26.logistic.rds
ESRRA	Liver	ESRRA_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ESRRA_Liver/ESRRA_Liver_2024-07-26.logistic.rds
ETS1	Blood	ETS1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_Blood/ETS1_Blood_2024-07-26.logistic.rds
ETS1	BoneMarrow	ETS1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_BoneMarrow/ETS1_BoneMarrow_2024-07-26.logistic.rds
ETS1	Lung	ETS1_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_Lung/ETS1_Lung_2024-07-26.logistic.rds
ETS1	Pancreas	ETS1_Pancreas	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_Pancreas/ETS1_Pancreas_2024-07-26.logistic.rds
ETS1	Prostate	ETS1_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_Prostate/ETS1_Prostate_2024-07-26.logistic.rds
ETS1	UmbilicalVein	ETS1_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETS1_UmbilicalVein/ETS1_UmbilicalVein_2024-07-26.logistic.rds
ETV1	BoneMarrow	ETV1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETV1_BoneMarrow/ETV1_BoneMarrow_2024-07-26.logistic.rds
ETV1	Prostate	ETV1_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETV1_Prostate/ETV1_Prostate_2024-07-26.logistic.rds
ETV1	Stomach	ETV1_Stomach	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETV1_Stomach/ETV1_Stomach_2024-07-26.logistic.rds
ETV4	Liver	ETV4_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETV4_Liver/ETV4_Liver_2024-07-26.logistic.rds
ETV4	Prostate	ETV4_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/ETV4_Prostate/ETV4_Prostate_2024-07-26.logistic.rds
FLI1	Blood	FLI1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_Blood/FLI1_Blood_2024-07-26.logistic.rds
FLI1	BoneMarrow	FLI1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_BoneMarrow/FLI1_BoneMarrow_2024-07-26.logistic.rds
FLI1	Brain	FLI1_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_Brain/FLI1_Brain_2024-07-26.logistic.rds
FLI1	Cordblood	FLI1_Cordblood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_Cordblood/FLI1_Cordblood_2024-07-26.logistic.rds
FLI1	Muscle	FLI1_Muscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_Muscle/FLI1_Muscle_2024-07-26.logistic.rds
FLI1	Pleura	FLI1_Pleura	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_Pleura/FLI1_Pleura_2024-07-26.logistic.rds
FLI1	UmbilicalVein	FLI1_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FLI1_UmbilicalVein/FLI1_UmbilicalVein_2024-07-26.logistic.rds
FOS	Blood	FOS_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOS_Blood/FOS_Blood_2024-07-26.logistic.rds
FOS	BoneMarrow	FOS_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOS_BoneMarrow/FOS_BoneMarrow_2024-07-26.logistic.rds
FOS	Breast	FOS_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOS_Breast/FOS_Breast_2024-07-26.logistic.rds
FOS	Cervix	FOS_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOS_Cervix/FOS_Cervix_2024-07-26.logistic.rds
FOS	UmbilicalVein	FOS_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOS_UmbilicalVein/FOS_UmbilicalVein_2024-07-26.logistic.rds
FOSL1	BoneMarrow	FOSL1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL1_BoneMarrow/FOSL1_BoneMarrow_2024-07-26.logistic.rds
FOSL1	Breast	FOSL1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL1_Breast/FOSL1_Breast_2024-07-26.logistic.rds
FOSL1	Colon	FOSL1_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL1_Colon/FOSL1_Colon_2024-07-26.logistic.rds
FOSL1	MammaryGland	FOSL1_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL1_MammaryGland/FOSL1_MammaryGland_2024-07-26.logistic.rds
FOSL2	Brain	FOSL2_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL2_Brain/FOSL2_Brain_2024-07-26.logistic.rds
FOSL2	Breast	FOSL2_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL2_Breast/FOSL2_Breast_2024-07-26.logistic.rds
FOSL2	Endometrium	FOSL2_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL2_Endometrium/FOSL2_Endometrium_2024-07-26.logistic.rds
FOSL2	Liver	FOSL2_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOSL2_Liver/FOSL2_Liver_2024-07-26.logistic.rds
FOXA1	Embryo	FOXA1_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_Embryo/FOXA1_Embryo_2024-07-26.logistic.rds
FOXA1	endometrioidadenocarcinoma	FOXA1_endometrioidadenocarcinoma	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_endometrioidadenocarcinoma/FOXA1_endometrioidadenocarcinoma_2024-07-26.logistic.rds
FOXA1	Endometrium	FOXA1_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_Endometrium/FOXA1_Endometrium_2024-07-26.logistic.rds
FOXA1	Liver	FOXA1_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_Liver/FOXA1_Liver_2024-07-26.logistic.rds
FOXA1	Lung	FOXA1_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_Lung/FOXA1_Lung_2024-07-26.logistic.rds
FOXA1	Pancreaticductal	FOXA1_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA1_Pancreaticductal/FOXA1_Pancreaticductal_2024-07-26.logistic.rds
FOXA2	Colon	FOXA2_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA2_Colon/FOXA2_Colon_2024-07-26.logistic.rds
FOXA2	Embryo	FOXA2_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA2_Embryo/FOXA2_Embryo_2024-07-26.logistic.rds
FOXA2	Liver	FOXA2_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA2_Liver/FOXA2_Liver_2024-07-26.logistic.rds
FOXA2	Lung	FOXA2_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXA2_Lung/FOXA2_Lung_2024-07-26.logistic.rds
FOXH1	Embryo	FOXH1_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXH1_Embryo/FOXH1_Embryo_2024-07-26.logistic.rds
FOXK2	BoneMarrow	FOXK2_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXK2_BoneMarrow/FOXK2_BoneMarrow_2024-07-26.logistic.rds
FOXK2	Liver	FOXK2_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXK2_Liver/FOXK2_Liver_2024-07-26.logistic.rds
FOXM1	Blood	FOXM1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXM1_Blood/FOXM1_Blood_2024-07-26.logistic.rds
FOXM1	Brain	FOXM1_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXM1_Brain/FOXM1_Brain_2024-07-26.logistic.rds
FOXM1	EmbryonicKidney	FOXM1_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXM1_EmbryonicKidney/FOXM1_EmbryonicKidney_2024-07-26.logistic.rds
FOXM1	Endometrium	FOXM1_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXM1_Endometrium/FOXM1_Endometrium_2024-07-26.logistic.rds
FOXO1	Endometrium	FOXO1_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXO1_Endometrium/FOXO1_Endometrium_2024-07-26.logistic.rds
FOXO1	Tonsil	FOXO1_Tonsil	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXO1_Tonsil/FOXO1_Tonsil_2024-07-26.logistic.rds
FOXO3	BoneMarrow	FOXO3_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXO3_BoneMarrow/FOXO3_BoneMarrow_2024-07-26.logistic.rds
FOXO3	Colon	FOXO3_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXO3_Colon/FOXO3_Colon_2024-07-26.logistic.rds
FOXO3	Liver	FOXO3_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXO3_Liver/FOXO3_Liver_2024-07-26.logistic.rds
FOXP1	BoneMarrow	FOXP1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXP1_BoneMarrow/FOXP1_BoneMarrow_2024-07-26.logistic.rds
FOXP1	Colon	FOXP1_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXP1_Colon/FOXP1_Colon_2024-07-26.logistic.rds
FOXP1	Embryo	FOXP1_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXP1_Embryo/FOXP1_Embryo_2024-07-26.logistic.rds
FOXP1	Prostate	FOXP1_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/FOXP1_Prostate/FOXP1_Prostate_2024-07-26.logistic.rds
GABPA	Blood	GABPA_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Blood/GABPA_Blood_2024-07-26.logistic.rds
GABPA	BoneMarrow	GABPA_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_BoneMarrow/GABPA_BoneMarrow_2024-07-26.logistic.rds
GABPA	Brain	GABPA_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Brain/GABPA_Brain_2024-07-26.logistic.rds
GABPA	Breast	GABPA_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Breast/GABPA_Breast_2024-07-26.logistic.rds
GABPA	Cervix	GABPA_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Cervix/GABPA_Cervix_2024-07-26.logistic.rds
GABPA	Embryo	GABPA_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Embryo/GABPA_Embryo_2024-07-26.logistic.rds
GABPA	Liver	GABPA_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Liver/GABPA_Liver_2024-07-26.logistic.rds
GABPA	Lung	GABPA_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Lung/GABPA_Lung_2024-07-26.logistic.rds
GABPA	Prostate	GABPA_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GABPA_Prostate/GABPA_Prostate_2024-07-26.logistic.rds
GATA1	Blood	GATA1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA1_Blood/GATA1_Blood_2024-07-26.logistic.rds
GATA1	Cordblood	GATA1_Cordblood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA1_Cordblood/GATA1_Cordblood_2024-07-26.logistic.rds
GATA1	FetalLiver	GATA1_FetalLiver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA1_FetalLiver/GATA1_FetalLiver_2024-07-26.logistic.rds
GATA2	Blood	GATA2_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA2_Blood/GATA2_Blood_2024-07-26.logistic.rds
GATA2	UmbilicalVein	GATA2_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA2_UmbilicalVein/GATA2_UmbilicalVein_2024-07-26.logistic.rds
GATA3	Blood	GATA3_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_Blood/GATA3_Blood_2024-07-26.logistic.rds
GATA3	BoneMarrow	GATA3_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_BoneMarrow/GATA3_BoneMarrow_2024-07-26.logistic.rds
GATA3	Brain	GATA3_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_Brain/GATA3_Brain_2024-07-26.logistic.rds
GATA3	Embryo	GATA3_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_Embryo/GATA3_Embryo_2024-07-26.logistic.rds
GATA3	Lung	GATA3_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_Lung/GATA3_Lung_2024-07-26.logistic.rds
GATA3	Thymus	GATA3_Thymus	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA3_Thymus/GATA3_Thymus_2024-07-26.logistic.rds
GATA4	Liver	GATA4_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA4_Liver/GATA4_Liver_2024-07-26.logistic.rds
GATA4	Lung	GATA4_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA4_Lung/GATA4_Lung_2024-07-26.logistic.rds
GATA4	Skin	GATA4_Skin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA4_Skin/GATA4_Skin_2024-07-26.logistic.rds
GATA4	Stomach	GATA4_Stomach	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GATA4_Stomach/GATA4_Stomach_2024-07-26.logistic.rds
