tf	tissue	model	path
GFI1B	EmbryonicKidney	GFI1B_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GFI1B_EmbryonicKidney/GFI1B_EmbryonicKidney_2024-07-26.logistic.rds
GLI2	Blood	GLI2_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GLI2_Blood/GLI2_Blood_2024-07-26.logistic.rds
GLI2	Colon	GLI2_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GLI2_Colon/GLI2_Colon_2024-07-26.logistic.rds
GRHL2	Breast	GRHL2_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GRHL2_Breast/GRHL2_Breast_2024-07-26.logistic.rds
GRHL2	Bronchia	GRHL2_Bronchia	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GRHL2_Bronchia/GRHL2_Bronchia_2024-07-26.logistic.rds
GRHL2	Prostate	GRHL2_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/GRHL2_Prostate/GRHL2_Prostate_2024-07-26.logistic.rds
HIF1A	Bone	HIF1A_Bone	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HIF1A_Bone/HIF1A_Bone_2024-07-26.logistic.rds
HIF1A	Cervix	HIF1A_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HIF1A_Cervix/HIF1A_Cervix_2024-07-26.logistic.rds
HIF1A	MammaryGland	HIF1A_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HIF1A_MammaryGland/HIF1A_MammaryGland_2024-07-26.logistic.rds
HINFP	BoneMarrow	HINFP_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HINFP_BoneMarrow/HINFP_BoneMarrow_2024-07-26.logistic.rds
HINFP	Colon	HINFP_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HINFP_Colon/HINFP_Colon_2024-07-26.logistic.rds
HLF	Liver	HLF_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HLF_Liver/HLF_Liver_2024-07-26.logistic.rds
HNF1A	Epididymis	HNF1A_Epididymis	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HNF1A_Epididymis/HNF1A_Epididymis_2024-07-26.logistic.rds
HNF1A	Liver	HNF1A_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HNF1A_Liver/HNF1A_Liver_2024-07-26.logistic.rds
HNF1B	Pancreaticductal	HNF1B_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HNF1B_Pancreaticductal/HNF1B_Pancreaticductal_2024-07-26.logistic.rds
HNF4A	Colon	HNF4A_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HNF4A_Colon/HNF4A_Colon_2024-07-26.logistic.rds
HNF4A	Liver	HNF4A_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HNF4A_Liver/HNF4A_Liver_2024-07-26.logistic.rds
HOXA9	Kidney	HOXA9_Kidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HOXA9_Kidney/HOXA9_Kidney_2024-07-26.logistic.rds
HOXB13	Colon	HOXB13_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HOXB13_Colon/HOXB13_Colon_2024-07-26.logistic.rds
HOXC9	Brain	HOXC9_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HOXC9_Brain/HOXC9_Brain_2024-07-26.logistic.rds
HSF1	Bone	HSF1_Bone	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HSF1_Bone/HSF1_Bone_2024-07-26.logistic.rds
HSF1	Breast	HSF1_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HSF1_Breast/HSF1_Breast_2024-07-26.logistic.rds
HSF1	Liver	HSF1_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HSF1_Liver/HSF1_Liver_2024-07-26.logistic.rds
HSF1	Lung	HSF1_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HSF1_Lung/HSF1_Lung_2024-07-26.logistic.rds
HSF1	MammaryGland	HSF1_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/HSF1_MammaryGland/HSF1_MammaryGland_2024-07-26.logistic.rds
IRF1	Blood	IRF1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF1_Blood/IRF1_Blood_2024-07-26.logistic.rds
IRF1	BoneMarrow	IRF1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF1_BoneMarrow/IRF1_BoneMarrow_2024-07-26.logistic.rds
IRF1	Colon	IRF1_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF1_Colon/IRF1_Colon_2024-07-26.logistic.rds
IRF1	Pancreaticductal	IRF1_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF1_Pancreaticductal/IRF1_Pancreaticductal_2024-07-26.logistic.rds
IRF4	Blood	IRF4_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF4_Blood/IRF4_Blood_2024-07-26.logistic.rds
IRF4	BoneMarrow	IRF4_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/IRF4_BoneMarrow/IRF4_BoneMarrow_2024-07-26.logistic.rds
JUN	BoneMarrow	JUN_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_BoneMarrow/JUN_BoneMarrow_2024-07-26.logistic.rds
JUN	Breast	JUN_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Breast/JUN_Breast_2024-07-26.logistic.rds
JUN	Cervix	JUN_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Cervix/JUN_Cervix_2024-07-26.logistic.rds
JUN	Colon	JUN_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Colon/JUN_Colon_2024-07-26.logistic.rds
JUN	Coronaryarterysmoothmuscle	JUN_Coronaryarterysmoothmuscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Coronaryarterysmoothmuscle/JUN_Coronaryarterysmoothmuscle_2024-07-26.logistic.rds
JUN	Liver	JUN_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Liver/JUN_Liver_2024-07-26.logistic.rds
JUN	Lung	JUN_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_Lung/JUN_Lung_2024-07-26.logistic.rds
JUN	MammaryGland	JUN_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_MammaryGland/JUN_MammaryGland_2024-07-26.logistic.rds
JUN	UmbilicalVein	JUN_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUN_UmbilicalVein/JUN_UmbilicalVein_2024-07-26.logistic.rds
JUNB	Blood	JUNB_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUNB_Blood/JUNB_Blood_2024-07-26.logistic.rds
JUNB	BoneMarrow	JUNB_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUNB_BoneMarrow/JUNB_BoneMarrow_2024-07-26.logistic.rds
JUNB	Colon	JUNB_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUNB_Colon/JUNB_Colon_2024-07-26.logistic.rds
JUND	Blood	JUND_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Blood/JUND_Blood_2024-07-26.logistic.rds
JUND	BoneMarrow	JUND_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_BoneMarrow/JUND_BoneMarrow_2024-07-26.logistic.rds
JUND	Brain	JUND_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Brain/JUND_Brain_2024-07-26.logistic.rds
JUND	Breast	JUND_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Breast/JUND_Breast_2024-07-26.logistic.rds
JUND	Cervix	JUND_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Cervix/JUND_Cervix_2024-07-26.logistic.rds
JUND	Colon	JUND_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Colon/JUND_Colon_2024-07-26.logistic.rds
JUND	Coronaryarterysmoothmuscle	JUND_Coronaryarterysmoothmuscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Coronaryarterysmoothmuscle/JUND_Coronaryarterysmoothmuscle_2024-07-26.logistic.rds
JUND	Embryo	JUND_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Embryo/JUND_Embryo_2024-07-26.logistic.rds
JUND	Liver	JUND_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/JUND_Liver/JUND_Liver_2024-07-26.logistic.rds
KLF1	BoneMarrow	KLF1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF1_BoneMarrow/KLF1_BoneMarrow_2024-07-26.logistic.rds
KLF1	EmbryonicKidney	KLF1_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF1_EmbryonicKidney/KLF1_EmbryonicKidney_2024-07-26.logistic.rds
KLF10	Liver	KLF10_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF10_Liver/KLF10_Liver_2024-07-26.logistic.rds
KLF4	Breast	KLF4_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF4_Breast/KLF4_Breast_2024-07-26.logistic.rds
KLF4	Foreskin	KLF4_Foreskin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF4_Foreskin/KLF4_Foreskin_2024-07-26.logistic.rds
KLF4	Pancreaticductal	KLF4_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF4_Pancreaticductal/KLF4_Pancreaticductal_2024-07-26.logistic.rds
KLF4	Skin	KLF4_Skin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF4_Skin/KLF4_Skin_2024-07-26.logistic.rds
KLF5	Colon	KLF5_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF5_Colon/KLF5_Colon_2024-07-26.logistic.rds
KLF5	Headandneck	KLF5_Headandneck	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF5_Headandneck/KLF5_Headandneck_2024-07-26.logistic.rds
KLF5	Pancreaticductal	KLF5_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF5_Pancreaticductal/KLF5_Pancreaticductal_2024-07-26.logistic.rds
KLF5	Stomach	KLF5_Stomach	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF5_Stomach/KLF5_Stomach_2024-07-26.logistic.rds
KLF6	Pancreaticductal	KLF6_Pancreaticductal	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF6_Pancreaticductal/KLF6_Pancreaticductal_2024-07-26.logistic.rds
KLF9	Breast	KLF9_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF9_Breast/KLF9_Breast_2024-07-26.logistic.rds
KLF9	EmbryonicKidney	KLF9_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/KLF9_EmbryonicKidney/KLF9_EmbryonicKidney_2024-07-26.logistic.rds
LEF1	BoneMarrow	LEF1_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/LEF1_BoneMarrow/LEF1_BoneMarrow_2024-07-26.logistic.rds
LHX2	Colon	LHX2_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/LHX2_Colon/LHX2_Colon_2024-07-26.logistic.rds
MAFB	Foreskin	MAFB_Foreskin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFB_Foreskin/MAFB_Foreskin_2024-07-26.logistic.rds
MAFF	BoneMarrow	MAFF_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFF_BoneMarrow/MAFF_BoneMarrow_2024-07-26.logistic.rds
MAFF	Liver	MAFF_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFF_Liver/MAFF_Liver_2024-07-26.logistic.rds
MAFK	Blood	MAFK_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Blood/MAFK_Blood_2024-07-26.logistic.rds
MAFK	BoneMarrow	MAFK_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_BoneMarrow/MAFK_BoneMarrow_2024-07-26.logistic.rds
MAFK	Cervix	MAFK_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Cervix/MAFK_Cervix_2024-07-26.logistic.rds
MAFK	Colon	MAFK_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Colon/MAFK_Colon_2024-07-26.logistic.rds
MAFK	Embryo	MAFK_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Embryo/MAFK_Embryo_2024-07-26.logistic.rds
MAFK	Liver	MAFK_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Liver/MAFK_Liver_2024-07-26.logistic.rds
MAFK	Lung	MAFK_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAFK_Lung/MAFK_Lung_2024-07-26.logistic.rds
MAX	Blood	MAX_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Blood/MAX_Blood_2024-07-26.logistic.rds
MAX	BoneMarrow	MAX_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_BoneMarrow/MAX_BoneMarrow_2024-07-26.logistic.rds
MAX	Brain	MAX_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Brain/MAX_Brain_2024-07-26.logistic.rds
MAX	Breast	MAX_Breast	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Breast/MAX_Breast_2024-07-26.logistic.rds
MAX	Cervix	MAX_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Cervix/MAX_Cervix_2024-07-26.logistic.rds
MAX	Colon	MAX_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Colon/MAX_Colon_2024-07-26.logistic.rds
MAX	Embryo	MAX_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Embryo/MAX_Embryo_2024-07-26.logistic.rds
MAX	Endometrium	MAX_Endometrium	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Endometrium/MAX_Endometrium_2024-07-26.logistic.rds
MAX	Liver	MAX_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Liver/MAX_Liver_2024-07-26.logistic.rds
MAX	Lung	MAX_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_Lung/MAX_Lung_2024-07-26.logistic.rds
MAX	UmbilicalVein	MAX_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAX_UmbilicalVein/MAX_UmbilicalVein_2024-07-26.logistic.rds
MAZ	Blood	MAZ_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_Blood/MAZ_Blood_2024-07-26.logistic.rds
MAZ	BoneMarrow	MAZ_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_BoneMarrow/MAZ_BoneMarrow_2024-07-26.logistic.rds
MAZ	Cervix	MAZ_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_Cervix/MAZ_Cervix_2024-07-26.logistic.rds
MAZ	EmbryonicKidney	MAZ_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_EmbryonicKidney/MAZ_EmbryonicKidney_2024-07-26.logistic.rds
MAZ	Liver	MAZ_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_Liver/MAZ_Liver_2024-07-26.logistic.rds
MAZ	Lung	MAZ_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MAZ_Lung/MAZ_Lung_2024-07-26.logistic.rds
MEF2A	Blood	MEF2A_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MEF2A_Blood/MEF2A_Blood_2024-07-26.logistic.rds
MEF2A	BoneMarrow	MEF2A_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MEF2A_BoneMarrow/MEF2A_BoneMarrow_2024-07-26.logistic.rds
MEF2A	Brain	MEF2A_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MEF2A_Brain/MEF2A_Brain_2024-07-26.logistic.rds
MEF2C	Blood	MEF2C_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MEF2C_Blood/MEF2C_Blood_2024-07-26.logistic.rds
MEF2D	BoneMarrow	MEF2D_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MEF2D_BoneMarrow/MEF2D_BoneMarrow_2024-07-26.logistic.rds
MITF	Skin	MITF_Skin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MITF_Skin/MITF_Skin_2024-07-26.logistic.rds
MNT	Colon	MNT_Colon	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MNT_Colon/MNT_Colon_2024-07-26.logistic.rds
MNT	Liver	MNT_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MNT_Liver/MNT_Liver_2024-07-26.logistic.rds
MYB	Blood	MYB_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYB_Blood/MYB_Blood_2024-07-26.logistic.rds
MYB	PeripheralBlood	MYB_PeripheralBlood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYB_PeripheralBlood/MYB_PeripheralBlood_2024-07-26.logistic.rds
MYBL2	Liver	MYBL2_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYBL2_Liver/MYBL2_Liver_2024-07-26.logistic.rds
MYC	Bone	MYC_Bone	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Bone/MYC_Bone_2024-07-26.logistic.rds
MYC	Brain	MYC_Brain	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Brain/MYC_Brain_2024-07-26.logistic.rds
MYC	Cervix	MYC_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Cervix/MYC_Cervix_2024-07-26.logistic.rds
MYC	Embryo	MYC_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Embryo/MYC_Embryo_2024-07-26.logistic.rds
MYC	EmbryonicKidney	MYC_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_EmbryonicKidney/MYC_EmbryonicKidney_2024-07-26.logistic.rds
MYC	Liver	MYC_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Liver/MYC_Liver_2024-07-26.logistic.rds
MYC	LNCaPcells	MYC_LNCaPcells	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_LNCaPcells/MYC_LNCaPcells_2024-07-26.logistic.rds
MYC	Lung	MYC_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Lung/MYC_Lung_2024-07-26.logistic.rds
MYC	MammaryGland	MYC_MammaryGland	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_MammaryGland/MYC_MammaryGland_2024-07-26.logistic.rds
MYC	Prostate	MYC_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Prostate/MYC_Prostate_2024-07-26.logistic.rds
MYC	Skin	MYC_Skin	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_Skin/MYC_Skin_2024-07-26.logistic.rds
MYC	UmbilicalVein	MYC_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYC_UmbilicalVein/MYC_UmbilicalVein_2024-07-26.logistic.rds
MYCN	BoneMarrow	MYCN_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYCN_BoneMarrow/MYCN_BoneMarrow_2024-07-26.logistic.rds
MYNN	BoneMarrow	MYNN_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYNN_BoneMarrow/MYNN_BoneMarrow_2024-07-26.logistic.rds
MYNN	EmbryonicKidney	MYNN_EmbryonicKidney	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYNN_EmbryonicKidney/MYNN_EmbryonicKidney_2024-07-26.logistic.rds
MYOD1	Muscle	MYOD1_Muscle	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYOD1_Muscle/MYOD1_Muscle_2024-07-26.logistic.rds
MYOG	Embryo	MYOG_Embryo	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/MYOG_Embryo/MYOG_Embryo_2024-07-26.logistic.rds
NANOG	Prostate	NANOG_Prostate	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NANOG_Prostate/NANOG_Prostate_2024-07-26.logistic.rds
NFATC1	Blood	NFATC1_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFATC1_Blood/NFATC1_Blood_2024-07-26.logistic.rds
NFATC1	UmbilicalVein	NFATC1_UmbilicalVein	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFATC1_UmbilicalVein/NFATC1_UmbilicalVein_2024-07-26.logistic.rds
NFE2	BoneMarrow	NFE2_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFE2_BoneMarrow/NFE2_BoneMarrow_2024-07-26.logistic.rds
NFE2	FetalLiver	NFE2_FetalLiver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFE2_FetalLiver/NFE2_FetalLiver_2024-07-26.logistic.rds
NFE2L2	Cervix	NFE2L2_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFE2L2_Cervix/NFE2L2_Cervix_2024-07-26.logistic.rds
NFE2L2	Lung	NFE2L2_Lung	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFE2L2_Lung/NFE2L2_Lung_2024-07-26.logistic.rds
NFIA	BoneMarrow	NFIA_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFIA_BoneMarrow/NFIA_BoneMarrow_2024-07-26.logistic.rds
NFIA	Liver	NFIA_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFIA_Liver/NFIA_Liver_2024-07-26.logistic.rds
NFIL3	Liver	NFIL3_Liver	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFIL3_Liver/NFIL3_Liver_2024-07-26.logistic.rds
NFYA	Blood	NFYA_Blood	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFYA_Blood/NFYA_Blood_2024-07-26.logistic.rds
NFYA	BoneMarrow	NFYA_BoneMarrow	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFYA_BoneMarrow/NFYA_BoneMarrow_2024-07-26.logistic.rds
NFYA	Cervix	NFYA_Cervix	/beagle3/haky/users/temi/projects/TFPred-snakemake/data/ENPACT_734_2024-07-26/models/NFYA_Cervix/NFYA_Cervix_2024-07-26.logistic.rds
